STATEFP,COUNTYFP,STATE,COUNTY,POP,R,D,TOTAL
28,159,Mississippi,Winston County,17845,5112,4040,9244
28,161,Mississippi,Yalobusha County,11982,3671,2785,6538
28,163,Mississippi,Yazoo County,26982,4832,5496,10441
29,1,Missouri,Adair County,25399,6413,3710,10336
29,3,Missouri,Andrew County,17586,7255,2351,9752
29,5,Missouri,Atchison County,5096,2199,564,2814
29,7,Missouri,Audrain County,24835,7732,2704,10656
29,9,Missouri,Barry County,35818,12425,2948,15598
29,11,Missouri,Barton County,11592,5168,844,6077
29,13,Missouri,Bates County,16242,6597,1672,8416
29,15,Missouri,Benton County,19627,8109,2180,10476
29,17,Missouri,Bollinger County,12111,5167,750,5983
29,19,Missouri,Boone County,182991,38646,50064,91168
29,21,Missouri,Buchanan County,86530,22450,13445,36598
29,23,Missouri,Butler County,42178,14602,3301,18141
29,25,Missouri,Caldwell County,9051,3725,897,4682
29,27,Missouri,Callaway County,44887,14815,5870,21144
29,29,Missouri,Camden County,46414,18850,5652,24812
29,31,Missouri,Cape Girardeau County,79512,28907,10760,40328
29,33,Missouri,Carroll County,8554,3706,786,4532
29,35,Missouri,Carter County,5991,2451,418,2897
29,37,Missouri,Cass County,106806,37197,19052,57408
29,39,Missouri,Cedar County,14322,5788,1145,7044
29,41,Missouri,Chariton County,7360,3111,916,4077
29,43,Missouri,Christian County,90655,34920,11131,46839
29,45,Missouri,Clark County,6830,2672,678,3394
29,47,Missouri,Clay County,253463,64605,59400,126569
29,49,Missouri,Clinton County,20553,7799,2896,10888
29,51,Missouri,Cole County,76191,26086,12694,39529
29,53,Missouri,Cooper County,17102,6272,2249,8693
29,55,Missouri,Crawford County,23739,8725,2113,10973
29,57,Missouri,Dade County,7568,3414,656,4119
29,59,Missouri,Dallas County,17219,6619,1380,8104
29,61,Missouri,Daviess County,8283,3102,746,3911
29,63,Missouri,DeKalb County,10944,3828,930,4843
29,65,Missouri,Dent County,15481,5987,1056,7142
29,67,Missouri,Douglas County,13344,5898,1016,7000
29,69,Missouri,Dunklin County,28878,8135,2200,10419
29,71,Missouri,Franklin County,104469,38058,14569,53685
29,73,Missouri,Gasconade County,14566,6222,1601,7923
29,75,Missouri,Gentry County,6484,2581,613,3237
29,77,Missouri,Greene County,294997,83630,55068,141800
29,79,Missouri,Grundy County,9595,3585,799,4437
29,81,Missouri,Harrison County,8321,3198,597,3826
29,83,Missouri,Henry County,22076,8027,2619,10788
29,85,Missouri,Hickory County,9586,3966,1056,5080
29,87,Missouri,Holt County,4232,1976,338,2343
29,89,Missouri,Howard County,10001,3553,1413,5092
29,91,Missouri,Howell County,40262,15181,3218,18650
29,93,Missouri,Iron County,10098,3596,945,4592
29,95,Missouri,Jackson County,705925,126535,199842,333063
29,97,Missouri,Jasper County,121648,37728,13549,52352
29,99,Missouri,Jefferson County,226543,77046,37523,116688
29,101,Missouri,Johnson County,54219,15489,6974,23123
29,103,Missouri,Knox County,3940,1486,340,1854
29,105,Missouri,Laclede County,35895,13762,2780,16793
29,107,Missouri,Lafayette County,33006,12273,4472,17055
29,109,Missouri,Lawrence County,38175,14426,3214,17905
29,111,Missouri,Lewis County,9810,3553,984,4609
29,113,Missouri,Lincoln County,60119,21848,6607,29018
29,115,Missouri,Linn County,11830,4363,1275,5726
29,117,Missouri,Livingston County,14413,5267,1410,6758
29,119,Missouri,McDonald County,22900,7465,1439,9053
29,121,Missouri,Macon County,15095,6076,1662,7836
29,123,Missouri,Madison County,12113,4584,1019,5676
29,125,Missouri,Maries County,8795,3892,814,4771
29,127,Missouri,Marion County,28423,9915,3202,13348
29,129,Missouri,Mercer County,3558,1541,222,1779
29,131,Missouri,Miller County,25791,10176,2038,12382
29,133,Missouri,Mississippi County,12691,3537,1178,4756
29,135,Missouri,Moniteau County,15585,5744,1308,7157
29,137,Missouri,Monroe County,8672,3477,936,4483
29,139,Missouri,Montgomery County,11294,4465,1208,5772
29,141,Missouri,Morgan County,20716,7442,1924,9487
29,143,Missouri,New Madrid County,16693,5447,1748,7250
29,145,Missouri,Newton County,58451,22120,5818,28405
29,147,Missouri,Nodaway County,21743,6865,2853,9893
29,149,Missouri,Oregon County,10411,3847,823,4739
29,151,Missouri,Osage County,13535,6425,1037,7539
29,153,Missouri,Ozark County,9083,4064,752,4864
29,155,Missouri,Pemiscot County,15600,4120,1560,5735
29,157,Missouri,Perry County,19194,7657,1664,9447
29,159,Missouri,Pettis County,42490,13854,4783,19097
29,161,Missouri,Phelps County,44414,13480,5637,19568
29,163,Missouri,Pike County,17552,5863,1717,7695
29,165,Missouri,Platte County,106532,28917,27179,57270
29,167,Missouri,Polk County,32490,11850,2885,15064
29,169,Missouri,Pulaski County,52709,10329,3740,14414
29,171,Missouri,Putnam County,4688,1984,361,2361
29,173,Missouri,Ralls County,10299,4396,1205,5662
29,175,Missouri,Randolph County,24409,8018,2485,10744
29,177,Missouri,Ray County,22915,8345,3109,11649
29,179,Missouri,Reynolds County,6198,2733,529,3298
29,181,Missouri,Ripley County,13300,4839,833,5717
29,183,Missouri,St. Charles County,406204,128389,89530,222017
29,185,Missouri,St. Clair County,9689,3932,988,4974
29,186,Missouri,Ste. Genevieve County,17924,6630,2713,9484
29,187,Missouri,St. Francois County,66485,20511,7044,28001
29,189,Missouri,St. Louis County,994020,199493,328151,536446
29,195,Missouri,Saline County,22858,6451,2904,9519
29,197,Missouri,Schuyler County,4534,1606,373,2003
29,199,Missouri,Scotland County,4871,1560,388,1984
29,201,Missouri,Scott County,38288,13769,3753,17719
29,203,Missouri,Shannon County,8203,3165,706,3906
29,205,Missouri,Shelby County,5919,2700,592,3350
29,207,Missouri,Stoddard County,29001,11484,1819,13426
29,209,Missouri,Stone County,32465,14800,3506,18483
29,211,Missouri,Sullivan County,6033,1974,478,2471
29,213,Missouri,Taney County,56104,20508,5339,26288
29,215,Missouri,Texas County,25112,9478,1716,11315
29,217,Missouri,Vernon County,20388,7155,1903,9185
29,219,Missouri,Warren County,36594,13222,4769,18375
29,221,Missouri,Washington County,24604,8047,1804,9976
29,223,Missouri,Wayne County,12769,4987,845,5878
29,225,Missouri,Webster County,39859,14880,3573,18779
29,227,Missouri,Worth County,1953,877,215,1107
29,229,Missouri,Wright County,18325,7453,1168,8739
29,510,Missouri,St. Louis city,297645,21474,110089,133867
30,1,Montana,Beaverhead County,9483,3923,1608,5661
30,3,Montana,Big Horn County,13063,2207,2491,4784
30,5,Montana,Blaine County,6568,1469,1589,3117
30,7,Montana,Broadwater County,6444,3173,835,4097
30,9,Montana,Carbon County,10921,4468,2421,7101
30,11,Montana,Carter County,1235,775,74,864
30,13,Montana,Cascade County,81346,23315,15456,39885
30,15,Montana,Chouteau County,5699,1891,991,2974
30,17,Montana,Custer County,11292,4205,1514,5883
30,19,Montana,Daniels County,1638,799,195,1014
30,21,Montana,Dawson County,8555,3758,962,4837
30,23,Montana,Deer Lodge County,9204,2186,2562,4891
30,25,Montana,Fallon County,2826,1375,172,1575
30,27,Montana,Fergus County,11104,4869,1496,6531
30,29,Montana,Flathead County,105851,38321,20274,60258
30,31,Montana,Gallatin County,116806,31696,37044,71507
30,33,Montana,Garfield County,1268,764,41,813
30,35,Montana,Glacier County,13594,1884,3610,5639
30,37,Montana,Golden Valley County,827,414,78,503
30,39,Montana,Granite County,3317,1419,638,2102
30,41,Montana,Hill County,16358,3957,2981,7182
30,43,Montana,Jefferson County,12360,5345,2625,8191
30,45,Montana,Judith Basin County,1994,1040,275,1344
30,47,Montana,Lake County,30986,9322,6916,16626
30,49,Montana,Lewis and Clark County,70229,21409,19743,42485
30,51,Montana,Liberty County,2369,821,249,1083
30,53,Montana,Lincoln County,20343,8672,2835,11747
30,55,Montana,McCone County,1648,956,155,1128
30,57,Montana,Madison County,8959,4191,1771,6113
30,59,Montana,Meagher County,1831,833,258,1110
30,61,Montana,Mineral County,4544,1828,686,2563
30,63,Montana,Missoula County,121630,26347,43357,71986
30,65,Montana,Musselshell County,4669,2423,413,2881
30,67,Montana,Park County,16760,6025,5280,11618
30,69,Montana,Petroleum County,500,298,39,351
30,71,Montana,Phillips County,3919,1936,416,2386
30,73,Montana,Pondera County,5782,2031,903,2995
30,75,Montana,Powder River County,1681,970,154,1136
30,77,Montana,Powell County,6817,2355,752,3195
30,79,Montana,Prairie County,1067,603,126,744
30,81,Montana,Ravalli County,45002,19114,8763,28507
30,83,Montana,Richland County,11043,4800,875,5798
30,85,Montana,Roosevelt County,10964,1996,1910,4028
30,87,Montana,Rosebud County,8836,2486,1199,3784
30,89,Montana,Sanders County,12157,5660,1820,7652
30,91,Montana,Sheridan County,3261,1403,574,2030
30,93,Montana,Silver Bow County,35180,7745,10392,18827
30,95,Montana,Stillwater County,9888,4462,1156,5741
30,97,Montana,Sweet Grass County,3684,1840,549,2446
30,99,Montana,Teton County,6249,2608,1007,3695
30,101,Montana,Toole County,4686,1596,467,2123
30,103,Montana,Treasure County,695,373,78,460
30,105,Montana,Valley County,7359,3135,1030,4272
30,107,Montana,Wheatland County,2157,823,225,1068
30,109,Montana,Wibaux County,939,516,77,598
30,111,Montana,Yellowstone County,162990,50772,30679,83821
31,1,Nebraska,Adams County,31321,10085,4213,14653
31,3,Nebraska,Antelope County,6264,3093,452,3583
31,5,Nebraska,Arthur County,466,260,21,285
31,7,Nebraska,Banner County,786,362,43,411
31,9,Nebraska,Blaine County,457,280,35,317
31,11,Nebraska,Boone County,5096,2653,499,3226
31,13,Nebraska,Box Butte County,10696,4002,1051,5200
31,15,Nebraska,Boyd County,1860,1010,135,1155
31,17,Nebraska,Brown County,2981,1470,191,1684
31,19,Nebraska,Buffalo County,50114,16640,6350,23711
31,21,Nebraska,Burt County,6477,2580,1063,3739
31,23,Nebraska,Butler County,7960,3542,873,4518
31,25,Nebraska,Cass County,26232,10121,4737,15326
31,27,Nebraska,Cedar County,8414,4174,725,5015
31,29,Nebraska,Chase County,3840,1740,226,2000
31,31,Nebraska,Cherry County,5781,2844,373,3269
31,33,Nebraska,Cheyenne County,9111,3813,855,4776
31,35,Nebraska,Clay County,6216,2848,632,3570
31,37,Nebraska,Colfax County,10587,2636,1025,3726
31,39,Nebraska,Cuming County,8798,3507,870,4459
31,41,Nebraska,Custer County,10626,5090,786,6010
31,43,Nebraska,Dakota County,20070,3926,2744,6817
31,45,Nebraska,Dawes County,8361,2931,1082,4151
31,47,Nebraska,Dawson County,23510,6524,2497,9191
31,49,Nebraska,Deuel County,1793,871,141,1034
31,51,Nebraska,Dixon County,5596,2335,651,3094
31,53,Nebraska,Dodge County,36222,10984,5544,16938
31,55,Nebraska,Douglas County,574332,119159,150350,276540
31,57,Nebraska,Dundy County,1671,883,105,1003
31,59,Nebraska,Fillmore County,5519,2359,693,3148
31,61,Nebraska,Franklin County,2940,1437,276,1728
31,63,Nebraska,Frontier County,2587,1229,189,1446
31,65,Nebraska,Furnas County,4653,2163,399,2602
31,67,Nebraska,Gage County,21431,7445,3385,11119
31,69,Nebraska,Garden County,1847,1016,161,1200
31,71,Nebraska,Garfield County,1956,933,133,1076
31,73,Nebraska,Gosper County,1986,893,215,1121
31,75,Nebraska,Grant County,630,375,20,402
31,77,Nebraska,Greeley County,2319,1016,229,1259
31,79,Nebraska,Hall County,61028,16189,7681,24450
31,81,Nebraska,Hamilton County,9237,4309,1118,5566
31,83,Nebraska,Harlan County,3311,1615,282,1934
31,85,Nebraska,Hayes County,916,494,34,536
31,87,Nebraska,Hitchcock County,2773,1264,175,1470
31,89,Nebraska,Holt County,9956,4769,686,5550
31,91,Nebraska,Hooker County,647,376,59,442
31,93,Nebraska,Howard County,6488,2786,648,3511
31,95,Nebraska,Jefferson County,7099,2616,1016,3730
31,97,Nebraska,Johnson County,5057,1518,647,2233
31,99,Nebraska,Kearney County,6652,2822,701,3617
31,101,Nebraska,Keith County,7983,3544,763,4369
31,103,Nebraska,Keya Paha County,759,476,49,530
31,105,Nebraska,Kimball County,3495,1563,268,1877
31,107,Nebraska,Knox County,8304,3721,905,4708
31,109,Nebraska,Lancaster County,320650,70092,82293,157215
31,111,Nebraska,Lincoln County,34347,13071,3692,17163
31,113,Nebraska,Logan County,747,407,38,450
31,115,Nebraska,Loup County,650,370,75,454
31,117,Nebraska,McPherson County,474,275,17,302
31,119,Nebraska,Madison County,34813,11940,3478,15819
31,121,Nebraska,Merrick County,7809,3419,743,4282
31,123,Nebraska,Morrill County,4625,2113,386,2558
31,125,Nebraska,Nance County,3532,1437,359,1832
31,127,Nebraska,Nemaha County,7044,2428,921,3432
31,129,Nebraska,Nuckolls County,4134,1857,409,2305
31,131,Nebraska,Otoe County,15965,5649,2490,8355
31,133,Nebraska,Pawnee County,2601,1071,322,1429
31,135,Nebraska,Perkins County,2867,1321,199,1545
31,137,Nebraska,Phelps County,9006,4157,752,5021
31,139,Nebraska,Pierce County,7184,3462,480,4012
31,141,Nebraska,Platte County,33364,12186,3260,15721
31,143,Nebraska,Polk County,5201,2291,530,2887
31,145,Nebraska,Red Willow County,10627,4525,811,5470
31,147,Nebraska,Richardson County,7791,3073,996,4134
31,149,Nebraska,Rock County,1377,744,84,842
31,151,Nebraska,Saline County,13987,3631,1986,5780
31,153,Nebraska,Sarpy County,188856,51979,41206,96193
31,155,Nebraska,Saunders County,21927,9108,3331,12786
31,157,Nebraska,Scotts Bluff County,35299,10952,4196,15524
31,159,Nebraska,Seward County,17186,6490,2438,9199
31,161,Nebraska,Sheridan County,5150,2292,340,2684
31,163,Nebraska,Sherman County,2986,1322,343,1700
31,165,Nebraska,Sioux County,1200,642,72,731
31,167,Nebraska,Stanton County,5880,2561,532,3165
31,169,Nebraska,Thayer County,4887,2308,624,2989
31,171,Nebraska,Thomas County,739,377,45,427
31,173,Nebraska,Thurston County,7220,1180,1122,2379
31,175,Nebraska,Valley County,4103,1901,412,2344
31,177,Nebraska,Washington County,20901,8583,3554,12467
31,179,Nebraska,Wayne County,9492,3055,1022,4218
31,181,Nebraska,Webster County,3419,1511,335,1876
31,183,Nebraska,Wheeler County,790,438,59,503
31,185,Nebraska,York County,13511,5337,1630,7161
32,1,Nevada,Churchill County,25363,9372,3051,12890
32,3,Nevada,Clark County,2315963,430930,521852,972510
32,5,Nevada,Douglas County,49088,21630,11571,34125
32,7,Nevada,Elko County,53006,16741,4557,21967
32,9,Nevada,Esmeralda County,886,400,74,487
32,11,Nevada,Eureka County,2065,895,105,1017
32,13,Nevada,Humboldt County,16962,5877,1689,7771
32,15,Nevada,Lander County,5514,2198,496,2765
32,17,Nevada,Lincoln County,5159,2067,330,2446
32,19,Nevada,Lyon County,58319,20914,8473,30238
32,21,Nevada,Mineral County,4518,1423,829,2335
32,23,Nevada,Nye County,48054,17528,7288,25378
32,27,Nevada,Pershing County,6573,1731,547,2320
32,29,Nevada,Storey County,4207,1908,902,2877
32,31,Nevada,Washoe County,477082,116760,128128,252142
32,33,Nevada,White Pine County,9466,3403,859,4369
32,510,Nevada,Carson City,56034,16113,12735,29739
33,1,New Hampshire,Belknap County,61551,20899,16894,38453
33,3,New Hampshire,Carroll County,49167,16150,16649,33272
33,5,New Hampshire,Cheshire County,76228,17892,25506,44206
33,7,New Hampshire,Coos County,31174,8617,7640,16528
33,9,New Hampshire,Grafton County,90691,19905,33180,53989
33,11,New Hampshire,Hillsborough County,418735,104625,122344,231040
33,13,New Hampshire,Merrimack County,152622,39711,48533,89887
33,15,New Hampshire,Rockingham County,311307,95858,100064,198943
33,17,New Hampshire,Strafford County,131533,30489,41721,73729
33,19,New Hampshire,Sullivan County,43267,11508,12390,24383
34,1,New Jersey,Atlantic County,262945,64438,73808,140441
34,3,New Jersey,Bergen County,930394,204417,285967,497460
34,5,New Jersey,Burlington County,446596,103345,154595,262650
34,7,New Jersey,Camden County,506809,86207,175065,265599
34,9,New Jersey,Cape May County,91546,33158,23941,57933
34,11,New Jersey,Cumberland County,147008,28952,32742,62575
34,13,New Jersey,Essex County,800501,75475,266820,345311
34,15,New Jersey,Gloucester County,293245,83340,86702,173453
34,17,New Jersey,Hudson County,671666,65698,181452,250458
34,19,New Jersey,Hunterdon County,124797,43153,39457,84673
34,21,New Jersey,Mercer County,367239,51641,122532,177223
34,23,New Jersey,Middlesex County,822736,143467,226250,375692
34,25,New Jersey,Monmouth County,618381,191808,181291,378390
34,27,New Jersey,Morris County,491087,141134,153881,300917
34,29,New Jersey,Ocean County,614237,217740,119456,342746
34,31,New Jersey,Passaic County,500382,92009,129097,224330
34,33,New Jersey,Salem County,62451,18827,14479,34042
34,35,New Jersey,Somerset County,329331,71996,111173,186891
34,37,New Jersey,Sussex County,140002,51698,34481,88352
34,39,New Jersey,Union County,555394,80002,170245,254041
34,41,New Jersey,Warren County,105624,34769,24901,61057
35,1,New Mexico,Bernalillo County,681666,116135,193757,317590
35,3,New Mexico,Catron County,3623,1698,595,2326
35,5,New Mexico,Chaves County,64711,15656,6381,22443
35,6,New Mexico,Cibola County,26354,3975,4745,8903
35,7,New Mexico,Colfax County,11927,3271,2611,6016
35,9,New Mexico,Curry County,48793,10444,4307,15101
35,11,New Mexico,De Baca County,1673,656,231,901
35,13,New Mexico,Doña Ana County,221262,32802,47957,82641
35,15,New Mexico,Eddy County,58418,17454,5424,23222
35,17,New Mexico,Grant County,27007,6553,7590,14435
35,19,New Mexico,Guadalupe County,4275,917,1234,2189
35,21,New Mexico,Harding County,638,319,179,505
35,23,New Mexico,Hidalgo County,4106,1120,823,1974
35,25,New Mexico,Lea County,71830,16531,4061,20918
35,27,New Mexico,Lincoln County,19939,6942,3194,10306
35,28,New Mexico,Los Alamos County,19462,4278,7554,12293
35,29,New Mexico,Luna County,23905,4408,3563,8103
35,31,New Mexico,McKinley County,70824,7801,18029,26486
35,33,New Mexico,Mora County,4478,903,1745,2686
35,35,New Mexico,Otero County,67967,14521,8485,23571
35,37,New Mexico,Quay County,8197,2634,1170,3873
35,39,New Mexico,Rio Arriba County,38521,5408,10990,16628
35,41,New Mexico,Roosevelt County,18350,4634,1802,6608
35,43,New Mexico,Sandoval County,148904,34174,40588,76562
35,45,New Mexico,San Juan County,123312,32874,18083,52294
35,47,New Mexico,San Miguel County,27144,3421,7888,11531
35,49,New Mexico,Santa Fe County,151946,18329,62530,82227
35,51,New Mexico,Sierra County,10867,3542,2265,5945
35,53,New Mexico,Socorro County,16541,3255,3722,7160
35,55,New Mexico,Taos County,32593,3715,13121,17181
35,57,New Mexico,Torrance County,15486,4772,2344,7281
35,59,New Mexico,Union County,4026,1388,383,1789
35,61,New Mexico,Valencia County,77574,17364,14263,32277
36,1,New York,Albany County,303654,51081,99474,154101
36,3,New York,Allegany County,45587,14135,6048,20782
36,5,New York,Bronx County,1401142,67740,355374,425715
36,7,New York,Broome County,189420,43800,47010,92794
36,9,New York,Cattaraugus County,75863,22155,11879,34845
36,11,New York,Cayuga County,76029,19512,16149,36421
36,13,New York,Chautauqua County,126032,34853,23087,59304
36,15,New York,Chemung County,82622,21922,16636,39410
36,17,New York,Chenango County,46730,13482,8290,22282
36,19,New York,Clinton County,79778,16514,18364,35437
36,21,New York,Columbia County,59534,14464,20386,35522
36,23,New York,Cortland County,47173,10789,10369,21678
36,25,New York,Delaware County,43938,13387,9143,23025
36,27,New York,Dutchess County,293293,66872,81443,151122
36,29,New York,Erie County,917241,197527,267174,473021
36,31,New York,Essex County,36891,8976,9947,19259
36,33,New York,Franklin County,49965,9668,9253,19268
36,35,New York,Fulton County,52812,15378,7931,23744
36,37,New York,Genesee County,56994,18876,9625,29217
36,39,New York,Greene County,47177,14271,10346,25194
36,41,New York,Hamilton County,4345,2225,1178,3460
36,43,New York,Herkimer County,60945,18870,9937,29319
36,45,New York,Jefferson County,108095,25629,17307,43848
36,47,New York,Kings County,2538934,202772,703310,913246
36,49,New York,Lewis County,26187,8894,3824,12944
36,51,New York,Livingston County,62398,18182,12477,31401
36,53,New York,Madison County,70478,18408,14807,34038
36,55,New York,Monroe County,740900,145661,225746,380983
36,57,New York,Montgomery County,49170,12745,7977,21134
36,59,New York,Nassau County,1351334,326716,396504,732756
36,61,New York,New York County,1611989,85185,603040,694904
36,63,New York,Niagara County,208396,56068,46029,104080
36,65,New York,Oneida County,227346,57180,41567,100746
36,67,New York,Onondaga County,459214,90619,138894,234735
36,69,New York,Ontario County,110091,29039,29025,59674
36,71,New York,Orange County,385234,84996,84684,172099
36,73,New York,Orleans County,39978,12126,5587,18154
36,75,New York,Oswego County,116346,32138,21143,54491
36,77,New York,Otsego County,58701,14382,12975,28008
36,79,New York,Putnam County,98532,29283,24953,54989
36,81,New York,Queens County,2225821,212665,569038,787860
36,83,New York,Rensselaer County,158108,36500,40969,79409
36,85,New York,Richmond County,475327,123320,90997,216153
36,87,New York,Rockland County,326225,73186,75802,150369
36,89,New York,St. Lawrence County,107185,24608,19361,44907
36,91,New York,Saratoga County,230298,61305,68471,132655
36,93,New York,Schenectady County,155358,30741,42465,74826
36,95,New York,Schoharie County,31132,9903,5345,15710
36,97,New York,Schuyler County,17685,5621,3903,9766
36,99,New York,Seneca County,33991,8329,6914,15630
36,101,New York,Steuben County,94657,29474,15790,46178
36,103,New York,Suffolk County,1474273,381253,381021,771541
36,105,New York,Sullivan County,75802,18665,15489,34647
36,107,New York,Tioga County,47904,14791,9634,25044
36,109,New York,Tompkins County,101058,11096,33619,45735
36,111,New York,Ulster County,177716,37590,57970,97420
36,113,New York,Warren County,63756,17699,17642,36131
36,115,New York,Washington County,60606,15941,11565,28138
36,117,New York,Wayne County,89339,26204,17456,44714
36,119,New York,Westchester County,965802,144713,312371,462122
36,121,New York,Wyoming County,39465,13898,5073,19399
36,123,New York,Yates County,24780,6208,4219,10701
37,1,North Carolina,Alamance County,171346,46056,38825,86091
37,3,North Carolina,Alexander County,37441,15888,4145,20236
37,5,North Carolina,Alleghany County,11194,4527,1486,6076
37,7,North Carolina,Anson County,24097,5321,5789,11194
37,9,North Carolina,Ashe County,27166,11451,4164,15814
37,11,North Carolina,Avery County,17571,7172,2191,9458
37,13,North Carolina,Beaufort County,47073,16437,9633,26315
37,15,North Carolina,Bertie County,18712,3817,5939,9815
37,17,North Carolina,Bladen County,32911,9676,7326,17125
37,19,North Carolina,Brunswick County,149039,55850,33310,90175
37,21,North Carolina,Buncombe County,263477,62412,96515,161569
37,23,North Carolina,Burke County,90418,31019,13118,44602
37,25,North Carolina,Cabarrus County,221479,63237,52162,117227
37,27,North Carolina,Caldwell County,82100,32119,10245,42829
37,29,North Carolina,Camden County,10984,4312,1537,5953
37,31,North Carolina,Carteret County,69558,30028,12093,42695
37,33,North Carolina,Caswell County,22443,7089,4860,12051
37,35,North Carolina,Catawba County,160307,56588,25689,83425
37,37,North Carolina,Chatham County,75748,21186,26787,48599
37,39,North Carolina,Cherokee County,29073,12628,3583,16423
37,41,North Carolina,Chowan County,13815,4471,3247,7784
37,43,North Carolina,Clay County,11505,5112,1699,6893
37,45,North Carolina,Cleveland County,99035,33798,16955,51308
37,47,North Carolina,Columbus County,54754,16832,9446,26446
37,49,North Carolina,Craven County,101233,31032,21148,53065
37,51,North Carolina,Cumberland County,336364,60032,84469,147150
37,53,North Carolina,Currituck County,29052,11657,4195,16147
37,55,North Carolina,Dare County,37547,13938,9936,24232
37,57,North Carolina,Davidson County,169234,64658,22636,88514
37,59,North Carolina,Davie County,43286,18228,6713,25311
37,61,North Carolina,Duplin County,58794,13793,8767,22715
37,63,North Carolina,Durham County,327306,32459,144688,179914
37,65,North Carolina,Edgecombe County,50829,9206,16089,25477
37,67,North Carolina,Forsyth County,383843,85064,113033,201270
37,69,North Carolina,Franklin County,71859,20901,15879,37351
37,71,North Carolina,Gaston County,226568,73033,40959,115498
37,73,North Carolina,Gates County,11464,3367,2546,5971
37,75,North Carolina,Graham County,8474,3710,905,4665
37,77,North Carolina,Granville County,60486,16647,14565,31598
37,79,North Carolina,Greene County,20928,4874,3832,8753
37,81,North Carolina,Guilford County,540521,107294,173086,284486
37,83,North Carolina,Halifax County,49479,10080,15545,25759
37,85,North Carolina,Harnett County,137058,35177,22093,58293
37,87,North Carolina,Haywood County,62972,22834,13144,36542
37,89,North Carolina,Henderson County,118445,40032,27211,68371
37,91,North Carolina,Hertford County,23108,3479,7097,10634
37,93,North Carolina,Hoke County,55830,9453,11804,21639
37,95,North Carolina,Hyde County,4843,1418,1046,2492
37,97,North Carolina,Iredell County,185770,67010,33888,102371
37,99,North Carolina,Jackson County,44033,11356,9591,21428
37,101,North Carolina,Johnston County,216246,68353,41257,111357
37,103,North Carolina,Jones County,9250,3280,2197,5525
37,105,North Carolina,Lee County,62353,16469,12143,29008
37,107,North Carolina,Lenoir County,55720,14590,13605,28409
37,109,North Carolina,Lincoln County,88097,36341,13274,50217
37,111,North Carolina,McDowell County,45782,16883,5832,23003
37,113,North Carolina,Macon County,35994,14211,6230,20743
37,115,North Carolina,Madison County,21740,7979,4901,13076
37,117,North Carolina,Martin County,22178,6532,5911,12540
37,119,North Carolina,Mecklenburg County,1128945,179211,378107,567053
37,121,North Carolina,Mitchell County,14881,7090,1867,9041
37,123,North Carolina,Montgomery County,27238,8411,4327,12849
37,125,North Carolina,Moore County,103352,36764,20779,58339
37,127,North Carolina,Nash County,94859,25827,25947,52271
37,129,North Carolina,New Hanover County,236613,63331,66138,131830
37,131,North Carolina,Northampton County,19088,3989,6069,10109
37,133,North Carolina,Onslow County,203943,46078,24266,72235
37,135,North Carolina,Orange County,149077,20176,63594,84997
37,137,North Carolina,Pamlico County,12715,4849,2713,7631
37,139,North Carolina,Pasquotank County,40372,9770,9832,19897
37,141,North Carolina,Pender County,64671,21956,11723,34169
37,143,North Carolina,Perquimans County,13667,4903,2492,7484
37,145,North Carolina,Person County,39925,13184,8465,21894
37,147,North Carolina,Pitt County,182924,38982,47252,87573
37,149,North Carolina,Polk County,21030,7689,4518,12358
37,151,North Carolina,Randolph County,144557,56894,15618,73316
37,153,North Carolina,Richmond County,44332,11830,8754,20763
37,155,North Carolina,Robeson County,129999,27806,19020,47188
37,157,North Carolina,Rockingham County,91285,31301,15992,47809
37,159,North Carolina,Rowan County,142495,49297,23114,73408
37,161,North Carolina,Rutherford County,67076,24891,9135,34429
37,163,North Carolina,Sampson County,63382,17411,10966,28618
37,165,North Carolina,Scotland County,34637,7473,7186,14775
37,167,North Carolina,Stanly County,63239,25458,8129,33939
37,169,North Carolina,Stokes County,45743,20142,5286,25701
37,171,North Carolina,Surry County,71683,27538,8721,36638
37,173,North Carolina,Swain County,14179,4161,2780,7068
37,175,North Carolina,Transylvania County,34498,11636,8444,20404
37,177,North Carolina,Tyrrell County,3774,1044,758,1817
37,179,North Carolina,Union County,244562,80382,48725,131011
37,181,North Carolina,Vance County,44718,8391,12431,20999
37,183,North Carolina,Wake County,1132271,226197,393336,631830
37,185,North Carolina,Warren County,19522,3752,6400,10293
37,187,North Carolina,Washington County,11485,2781,3396,6205
37,189,North Carolina,Watauga County,56441,14451,17122,32220
37,191,North Carolina,Wayne County,123967,30709,24215,55537
37,193,North Carolina,Wilkes County,68043,27592,7511,35466
37,195,North Carolina,Wilson County,81979,19581,20754,40735
37,197,North Carolina,Yadkin County,37625,15933,3763,19923
37,199,North Carolina,Yancey County,18099,7516,3688,11352
38,1,North Dakota,Adams County,2188,981,258,1269
38,3,North Dakota,Barnes County,10402,3568,1820,5565
38,5,North Dakota,Benson County,6762,1094,822,1961
38,7,North Dakota,Billings County,890,541,72,635
38,9,North Dakota,Bottineau County,6287,2575,821,3471
38,11,North Dakota,Bowman County,2986,1395,228,1657
38,13,North Dakota,Burke County,2118,994,137,1155
38,15,North Dakota,Burleigh County,96212,34744,14348,50753
38,17,North Dakota,Cass County,183904,42619,40311,86053
38,19,North Dakota,Cavalier County,3713,1499,474,2020
